author,comment,likes,published
@faridahanum4911,Bajingan bajingan bajingan😂,1,2025-12-18T10:37:47Z
@yudist84,Dok kenapa gak ngobrol pake bahasa china aja?,0,2025-12-18T10:36:14Z
@AqilaRawR,WKWKWKWK jail bgttt 😭,0,2025-12-18T10:30:24Z
@kiranchae,FAVVV,0,2025-12-18T10:28:28Z
@BURNZ_gaming,36:44 ko terlalu baca koo ,3,2025-12-18T10:27:45Z
@umarahza,"u smile
i smile 
we smile",0,2025-12-18T10:24:35Z
@rizkiaidilia783,Bisa panik juga si Cipeng 🤣 27:06,0,2025-12-18T10:24:12Z
@jeckyfreaky,Lucu propesor nya baca prompter karena language barrier,0,2025-12-18T10:23:09Z
@agustinareni3054,"Sepertinya mereka sudah cocok,,😅",0,2025-12-18T10:20:48Z
@NyonyaBesar-q8b,21:56 dr tirta ketap ketip 😂😂,0,2025-12-18T10:18:37Z
@ardiwirutama750,Aku salut sama orang2 yg merelakan hatinya patah demi club bola.,0,2025-12-18T10:17:04Z
@fbriarhmi,sering sering aja bang radit sama dr tirta,0,2025-12-18T10:15:41Z
@rahmakoo,Dua orang kesukaan gue ternyata saling suka juga wkwkwk,0,2025-12-18T10:12:18Z
@DUUARRMEMEK,Cuma dokter tirta dokter yang nga buat bosan,0,2025-12-18T10:06:07Z
@GendonPurwanto-g9e,"27:44 di menit"" ini bahasa dokter tirta keluar yaaa guyssss jadi bikin ngakak bangettt",1,2025-12-18T10:00:58Z
@setyoaripratiwi6777,Lucu bgt dr. Tirta 😂😂,0,2025-12-18T10:00:14Z
@Sam54631,baru tau dr tirta gak ngerti english,0,2025-12-18T09:58:59Z
@tahubulat5516,"Javanglish, Ingonglish dan oz wkwkwk",0,2025-12-18T09:56:44Z
@bukitsuar1711,alamak bertahun tahun disesatkan dokternya upin ipin ,413,2025-12-18T09:55:56Z
@thewargods,episode paling pecahh😂,3,2025-12-18T09:47:02Z
@juliusnathan4294,Ijin tanya tgn kanan dokter tirta ditato jam dimana?😂 kebanyakan lari nih dokter tirta,1,2025-12-18T09:43:55Z
@juliusnathan4294,"Saya seneng banget dokter tirta kalo ngejelasin ttg masalah kedokteran,smua berdasarkan data.. keren dokter tirta.. buat mas radit sehat2 y.. cpt pulih",1,2025-12-18T09:40:47Z
@FarisyHanafi,"Berasa lagi tes listening TOEFL dah, wkwkkwkw",4,2025-12-18T09:39:13Z
@Bloncos776,full daging,1,2025-12-18T09:38:37Z
@Picos14,"Dokter Tirta sama bang Radit ga mau bikin acara bareng kah?
lucu nih",1,2025-12-18T09:36:35Z
@fadriandifaathallah4109,22:29 antara engga sama iya disatuin dr Tirta 🤣,13,2025-12-18T09:35:11Z
@MURIDNYAMARSHAOZAWA,pas banget nonton video ini didepan orang yang bau mulut kalo ngomong😂,1,2025-12-18T09:33:49Z
@muhraflyrizky,"usmile, ismile, wesmile😁",1,2025-12-18T09:33:48Z
@mariaamandit6058,Bang Radit bikin Podcast rutin dungs sama dok Tirta.. Menikmati bgt klo dok Tirta Sharing2 kesehatan sama Bang Radit..Menarique dan informatif😍,1,2025-12-18T09:33:19Z
@lisajarwati1104,Seneng banget gue liat dokter tempramen 😂😂😂,1,2025-12-18T09:32:47Z
@maw_aja,Makin deket aja kalian bang. Dah 3× ini beliau diundang😂,4,2025-12-18T09:25:00Z
@monyet7817,Kalo mau lebih mantep lu harus belajar jadi fans MU bg Radit wkwk,2,2025-12-18T09:21:15Z
@fadilmuhammad6646,Jujur pas bareng dokter yang bahasa inggris aku ngantuk dan ketiduran 😅😅,1,2025-12-18T09:20:19Z
@viekrimr2422,"Jadiin bang Podcast khusus RADITIRTALKS PODCAST, khusus obrolan random bang radit sama bang tirta",2,2025-12-18T09:17:23Z
@waridhiking-v5x,Tirta terus Raditya dika fix (homo) 😗,1,2025-12-18T09:15:40Z
@pujimaulani4395,"25:11 yg kerja di bumc, pasti pernah ngeluarin ekspresi kaya gini ketika nyimak omongan si bos😂",2,2025-12-18T09:15:06Z
@febrianizer,"31:41 deym, kirain itu udah bener banget cara sikat begitu",1,2025-12-18T09:14:48Z
@rafifaikaal,25:40 mk listening tapi headset brebet,13,2025-12-18T09:12:32Z
@foundles,Salfok sama pergelangan tangan nya dr Tirta.,1,2025-12-18T09:08:45Z
@m_ak1703,"Makin rajin nih dokter kemari wkwkwk, bang lu mesti bikinin program nih bang 😁",1,2025-12-18T09:05:49Z
@Itsnowfall.id23,"berarti selama ini teknik ""bulat bulat bulat"" dari upin ipin salah dong ya wkwkwwk",1,2025-12-18T09:04:08Z
@rivaaaaaaaaaa,Wkwkkw di undang lagi dokter tirta udh 3x lho 😂,0,2025-12-18T09:01:59Z
@heidifitria4662,"Alm suamiku dulu juga jantung rematik, tp waktu masih kecil. Dulu katanya harus suntik tiap 6 bulan atau setahun sekali gitu.",1,2025-12-18T09:01:11Z
@Andyywu,Capchaiii banyak di daerah asalnyaa dok 😂 aseli sana malaahh,2,2025-12-18T09:00:07Z
@ciciameliasky,"15:38 babg radit : gausah, ga usah🤣",0,2025-12-18T08:57:00Z
@yuanitaoktaviani7709,"hahahahahaha kali ini edukasinya dapet, komedinya pun dapet! Thanks dok and thanks bang radit !!! 🤣🤣🤣",0,2025-12-18T08:55:32Z
@firdiyoga,enak ye klo punya temen dokter konsultasi gratis wkwk,0,2025-12-18T08:53:18Z
@ciciameliasky,Menit 9:48 HAHAHAHA,0,2025-12-18T08:48:24Z
@fachannel9861,Salfok terus sama ekspresinya dokter tirta 😂,0,2025-12-18T08:46:07Z
@setragenyangwicana415,38:06 Bang Radit ngebom😂😂,0,2025-12-18T08:45:29Z
@FazaFauzanAdzima-j4i,Ynag terakhir tertawa karena terpaksa😂😂,0,2025-12-18T08:39:39Z
@GhifariNaufall,😁,0,2025-12-18T08:39:17Z
@rahmanjbi9308,"53 menit iklan bjur, s3 pengklanan inimah",0,2025-12-18T08:35:11Z
@amalia6222,"bang, bikinlah series tetap sama dokter tirta wkwk",1,2025-12-18T08:31:31Z
@rizky.schannel,liat konten nya bang Radit aku merasa menjadi lebih pintar bahasa Inggris 😭😭,0,2025-12-18T08:30:26Z
@sofiaauliya4429,"KAK RADIT IZIN BGT INIiii BENER"" SARAN, MEJA KAMU JGN PUTIH DONG SOALNYA KALO DI HP TRANSLATE TEXT NYA WARNA PUTIH JDI GAKELIATAN",0,2025-12-18T08:29:23Z
@deepika_dey349,Nangess banget liat ekspresi doketr tirta sepanjang prof lui ngomong😭😭,0,2025-12-18T08:26:42Z
@satriyo5537,"Udah sembuh bang jadi zombie nya, berobat di dokter tirta kah banhh?",0,2025-12-18T08:26:31Z
@cs2_case_opener-fv4ox,Lol inggres accent e jowo baget. Koyok aku,0,2025-12-18T08:24:14Z
@haritsempuerto1595,"Disini Dr. Tirta hanya seperti orang kocak, bukan dokter😂.",0,2025-12-18T08:21:27Z
@feisty_17,Kocak bet dah... 😂,0,2025-12-18T08:21:05Z
@AgstKristanti,haha,0,2025-12-18T08:20:52Z
@aroldleondy,Ini Bang Radit sama Pak Dokter pronounced Teeth jadi Tit. 😂😂😂😂😂😂😂 jadi kocak,1,2025-12-18T08:20:15Z
@restimarsiyah,"30:02 knp sih dokter nyeletuk aee, lucu banget😭😭 bang radit bisa diem ga? 😭

""Ya itukan kalau gigine besar""
😭😭",0,2025-12-18T08:19:51Z
@Exclusiventan,"30:37 DOKTER TIRTA STOP JADI LUCUUU PLIS, GUSIKU KERING😭😭😭",1,2025-12-18T08:17:28Z
@WikaCahyoGumelar-l4i,27:43 berpotensi menjadi meme,0,2025-12-18T08:16:31Z
@yuar2936,ngakak bgt pas 3 days old udah ngerokok katanya wkwkwkwk,0,2025-12-18T08:15:16Z
@dzakwanarief3422,"daging semua ini isinya,sangat sangat penuh dengan informasi berguna ditambah ga bikin bosen juga nontonnya",0,2025-12-18T08:10:57Z
@ixamikail8385,Siapa sih ini yang pake baju putih? Aksennya bikin pusing,0,2025-12-18T08:03:58Z
@Ireng_pribumi,ekspresi dokter tirta😂,1,2025-12-18T07:59:45Z
@Asa-r9n6r,Keliatan lebih sehat @dr.tirta 😅,0,2025-12-18T07:59:10Z
@MrKen-gi7ci,"Dagingnya melimpah ruah.
Kereeen.
Danke Bang Radit dan Dokter Tirta.",0,2025-12-18T07:58:20Z
@ren_lenz,gw yg lumayan ngerti bahasa inggris aja kebingungan pak dokter nya ngomong apa untungnya udah disediain subtitle jdi gampang bsa baca aja,6,2025-12-18T07:56:58Z
@wahyukristijanova,Serius ini seru banget,0,2025-12-18T07:56:27Z
@dizcarosalia9326,Hahhh gilang udh punya anak??,0,2025-12-18T07:54:50Z
@gresikpojok3908,Ternyata pecinta MIE GACOAN sama Capjay dr tirta @TirtaPengPengPeng 😅,1,2025-12-18T07:53:25Z
@AlexaJap,bener bang undang dr tirta aja. cocok ngomong nya/chemistry nya,1,2025-12-18T07:52:31Z
@Asterics.,39:15:00,0,2025-12-18T07:49:19Z
@nqxk314,"44:09 dok pliiss dah 😂 bang radit mulai pusing, dan akhirnya mengikuti",3,2025-12-18T07:47:25Z
@ajengziana5916,Maaf tapi saya kasian sama dokter Liu 😅😂😂😂😂😂,0,2025-12-18T07:44:06Z
@FajarAlZankiCh,buat series sama dr tirta bang seruu,0,2025-12-18T07:43:37Z
@temanisaya,"Mas Tir, ini dirimu dibayar kan podcast-nya? Soalnya ini sebenarnya pasien konsultasi sama dokter ini, Mas Tir wkwkwkwkkwwkk",0,2025-12-18T07:42:02Z
@SurelAdmin,27:40 potensi jadi meme 🤣🤣,1,2025-12-18T07:41:14Z
@raflyfadli,Teori fans emyu manggil setan beneran buat bikin Liverpool di papan tengah nemenin mereka😂,0,2025-12-18T07:38:50Z
@akbarwahyu1233,dr Tirta be like : omong opo iki🥲,1,2025-12-18T07:37:57Z
@chaffienena9763,"""Konspirasi biar beli charger"" hahahaha😂😂😂",0,2025-12-18T07:36:28Z
@WOTM8,Tirta ini shareholdernya Liverpool apa gimana si?,0,2025-12-18T07:36:04Z
@dianamiah7472,"berasa ujian listening, tp di negeri tirai bambu 😂 
klo cuma dengerin aja tanpa liat video nya susah sih, emg hrs sambil liat.",0,2025-12-18T07:36:01Z
@lawliet5479,kenapa ga pake bahasa chinese aja pak tirta? HAHA,0,2025-12-18T07:36:00Z
@fadrisetiawan6500,Sepikbola dibajak disini aja ga sih di vindes kok kaya udah jarang tayang tambah bang Radit jadi empat gitu kaya titik kumpul agak Laen,0,2025-12-18T07:30:35Z
@teamIzanami,"Dr tirta udah setara pandu, sering banget sama bang radit",0,2025-12-18T07:30:32Z
@DoseOfBarr,Dr tirt kayak listening test waktu dengar dokter liu ngomong wkwkwkw,21,2025-12-18T07:26:43Z
@tulussaputra3871,pertama dr tita masih segan skrg udah akrabw wkwkwk,0,2025-12-18T07:24:36Z
@rezamadani1987,46:46 kayak udah ngincer pengen mukul,1,2025-12-18T07:20:10Z
@yorkensin,awkwkwkwkkw,0,2025-12-18T07:18:18Z
@anisa_deviana,"Isi kepala gua ""dr tirta mulu"" tp gua tonton 😭",0,2025-12-18T07:18:00Z
@faisalnur97,🗿,0,2025-12-18T07:08:51Z
@argamakalalag7642,"31:48 
dr. Tirta   : its a good?
dr. Liu      : its ar wrong metrord
dr. Tirta   : WRONG METOD? 😄",0,2025-12-18T07:07:12Z
@Nicola_A,Dokter langganan ini lagi.. 😂,1,2025-12-18T07:05:32Z
@dailyneeds1920,Kami sangat menunggu bintang tamu yg satu ini 😂😂,0,2025-12-18T07:04:15Z
@CreatorIseng,Bang Radit sebagai tempat curhat terbaik dr Tirta,0,2025-12-18T07:03:56Z
@winaryo5706,Podcast yg ditunggu😂,0,2025-12-18T07:02:30Z
@yudiwah7738,Dokter tirta terlalu terbiasa dengan aksen Inggris liverpool nya jadi suasah😂😂😂😂😂😂,0,2025-12-18T07:02:24Z
@ferisantoso3415,Dokter kesayangan bang dika 😁,0,2025-12-18T06:58:13Z
@tutorialtechnology8213,cuma bola yang bisa bikin dokter tirta percaya ada santet 😂,2,2025-12-18T06:57:27Z
@mngptr,"25:05 dokter tirta sedang berusaha memahami
25:41 masih sangat berusaha memahami",0,2025-12-18T06:54:29Z
@vamozid,sakit bgt kuping denger vietkong ini,0,2025-12-18T06:54:27Z
@sukriaja3692,Aki jks pon pin hadir ..bang Raditt ...dr  Tirta ...surabaya ..👌😁🙏🤝🤲 3:41,0,2025-12-18T06:49:54Z
@chacha4272,Bejir. Mahal nih pengetahuan,0,2025-12-18T06:49:14Z
@SkoeCi,kasian dok,0,2025-12-18T06:48:12Z
@yuniarikhtiarini3463,"lagi nanya serius, tetep aja ada bunyi-bunyi an -wlo wlo wlo wlo,hooeekkk-😢",0,2025-12-18T06:47:34Z
@suara243,Fake doctor itu dentist,0,2025-12-18T06:41:45Z
@RizwanUnreleased,rispek buat dokter bule yg mempelankan ritme ngomongnya agar lebih mudah dipahami saat sedang ngobrol,0,2025-12-18T06:41:30Z
@Sayyaaja,Datang mulu tiap bulan🤣🤣,0,2025-12-18T06:41:05Z
@alldyHSTarmizi,Aaaa ndak bisa bahasa inggris,0,2025-12-18T06:40:44Z
@iwannawi9019,"dr Tirta bukan ga ngerti enggres, aksen dokter luar negeri ini cukup effort, persis test listening di sekolah, wkwkw",0,2025-12-18T06:37:29Z
@Momopopororo,Dokter tirta bahas Ferrari dong...,0,2025-12-18T06:36:36Z
@senamtiktok69,"Kayak ini valid doktor deh Tirta bukan emak"" doktor itu..!!",0,2025-12-18T06:35:20Z
@Momopopororo,Dokter tirta lagi😂😂😂😂❤,0,2025-12-18T06:35:06Z
@xuhandoko,Apa disini cuma gw yg dengerinnya dokernya ngomong kerasa cape?,0,2025-12-18T06:31:40Z
@ArifRahman-rf2sb,46:45 bahahaha komuk nya🤣,0,2025-12-18T06:31:11Z
@HilalAfif,HAHAHAHAHAHAHAHAHAHAHAH AKHIR E WONGE TEKO😂😂😂😂😂😂,0,2025-12-18T06:30:27Z
@grimkobold,"sama2 cina, cuma satu sering cabut matkul bhs inggris",0,2025-12-18T06:29:06Z
@Teman_musisii,"Ngakak sepanjang jalan karena. Yg saya dengar setelah dokter datang kalian ngomongin you have big tits , small tits. Brushing tits wkwkwkkw😂",0,2025-12-18T06:28:14Z
@YaaudaahIYA,"Ini terlalu lucu,serius,edukasi secara tidak langsung dan yang paling utama endorse yang langsung dicoba tempat wkwk😂",0,2025-12-18T06:26:35Z
@BountyHunter100G,Narsumnya gabisa basa enggres ni,1,2025-12-18T06:26:26Z
@Tubagusmp,22:53 wait what? oh three teeth 😂,0,2025-12-18T06:24:42Z
@saputra2272,Klw ada mamat Alkatiri lebih bagus ini,0,2025-12-18T06:24:26Z
@piddutt2628,gue lihat lihat makin akrab ye,0,2025-12-18T06:22:56Z
@israelbessie967,"NGAKAK DENGAN EKSPRESI DR TIRTA 😂😂.

BTW SKILL LISTENING DI COBAINNNN DISINI 😂😂",0,2025-12-18T06:19:57Z
@wiillyyyyy,wong iki maneh,0,2025-12-18T06:18:29Z
@zenitsuagatsuma3984,"Denger ini nunggu order ojol, opening dibuka dengan ngeroasting liverpool menarik🗿",0,2025-12-18T06:15:21Z
@albertirwanto,dok kl cewe sering bau mulut apakah sering oral sex...kesehatan gimana kl sering oral sex?...🔥🔥🔥🔥,1,2025-12-18T06:14:16Z
@serraphimoon,kenapa pake orang china kan enggresnya juga jelek,0,2025-12-18T06:08:17Z
@Farisss11,"Tirta, the new yono in radit youtube 🤣🤣🤣",0,2025-12-18T06:06:54Z
@BountyHunter100G,"Begitulah rasanya jadi fans emyu😂

Enjoy it",0,2025-12-18T06:04:01Z
@janusamodra2014,Pasti nonton klo podcasts nya barang citot 😂😂,0,2025-12-18T06:01:39Z
@ikky7556,gas bikin segment bareng dah bang radit sama dr tirta wkwk,0,2025-12-18T06:00:41Z
@bayuhariw7408,27:43 Surya Insomnia tidak suka melihat ini,0,2025-12-18T06:00:21Z
@iniFun88_CariAjaDiGOOGLE,"“Ini bukan ngomong Inggris, ini Inggris yang ketularan Indonesia 😂”",5,2025-12-18T06:00:19Z
@ochimochiu,dr tirta lagi ujian listening buset ekspresinya 😭😭😭,0,2025-12-18T06:00:14Z
@dewadurja,jir.. serius amat ini podcast... konsultasi gratis bang radit emang beda kelas.,0,2025-12-18T05:56:51Z
@IjeDowangdatanesegale,Buat masukan sama editor ya tolong dibuat translateter ya gk semua bisa bahasa inggris!,0,2025-12-18T05:56:11Z
@Iyoore82,jadiin doktir dokter pribadimu aja bang radit😂,1,2025-12-18T05:54:22Z
@linggarputrawahyumahardika5889,Undang dr. Tirta sama donne maulana pasti seru & ngakak  bg Radit 😂😂😂,0,2025-12-18T05:51:38Z
@Ahmad-q4v7v,12:37 lah kok sama kayak aku ya 😢,0,2025-12-18T05:49:13Z
@jayharsanto3517,Knp dia mulu😢,0,2025-12-18T05:48:56Z
@HartaTi-v4j6v,"Feri kuwèntěli = frequently
Direkhteli = directly
Tuchpètch  = tooth paste
Gèrěntchi = guarantee
Thamthing = something

Oh my Good....😀",0,2025-12-18T05:48:19Z
@akuyoaku3700,udah lah mas. buat episode sendiri sama dokter. gk usah malu2 dan naggung klo ngundang dokter. kami semua paham kok klo mas radit udah kecanduan sama dokter tirta..,0,2025-12-18T05:47:18Z
@KholidahNisa,Lagiii pls undang dokter tirtaaa,0,2025-12-18T05:45:02Z
@jonipx,Inflamasi dan berdarah karena gula,0,2025-12-18T05:44:50Z
@chae_channel,"sejauh ini, ini jadi salah satu yang favorit sih 😂",0,2025-12-18T05:44:16Z
@freedom.villa.channel,"6:30 capek mental, capek perasaan, bisa tipes juga?",0,2025-12-18T05:43:11Z
@muhamadsatrio9757,mana terjemahannya,0,2025-12-18T05:40:28Z
@farisluthfinaufalmajid8582,Hahahahahahah😂😂😂😂😂,0,2025-12-18T05:35:43Z
@danielkaryadiputra9903,Dokter baju putih serius amat,0,2025-12-18T05:33:33Z
@skeletonspell4261,"32:29 ""salah kabeh cuk"" 🤣🤣🤣🤣🤣🤣",1,2025-12-18T05:33:19Z
@windaputriprtw,Bg radit akhirnya aku bisa nonton podcast lgi krna listrik di Aceh bru nyala setelah 8 hari padam😭,0,2025-12-18T05:32:51Z
@fridaythings2809,Buset 3x??????,0,2025-12-18T05:29:18Z
@reka.p,Sambil dengerin sambil bacain komen 😂 ngakaknya double 🤣🤣,0,2025-12-18T05:27:02Z
@FathiRam-f8s,Ada energi aneh yang bikin gue balik ke T0GEL62 terus,0,2025-12-18T05:25:54Z
@andrewalves2290,Kadang tuh gak sadar udah sejam scroll di T0GEL62 😩,0,2025-12-18T05:25:52Z
@jayalpatel5049,"Diem-diem semua udah buka T0GEL62, cuma malu ngaku 😆",0,2025-12-18T05:25:41Z
@cubedistrict,"Makin diliat, makin penasaran. T0GEL62 kenapa sih? 😭",0,2025-12-18T05:25:40Z
@عبدورمضنا-ي1ظ,"Gak ngerti kenapa, tapi vibes T0GEL62 tuh beda",0,2025-12-18T05:25:39Z
@w2froyal290,"Kalo lo nemu T0GEL62 di komen, berarti kita satu aliran",0,2025-12-18T05:25:38Z
@AnmolKandulna-t2r,"Gue sih udah ketagihan, yang lain nyusul di T0GEL62 😆",0,2025-12-18T05:25:38Z
@MuslimaKhatun-j8g,Siapa sih yang pertama kali ngenalin T0GEL62 ke FYP ini? 😅,0,2025-12-18T05:25:36Z
@shinchan-p3c9r,"Sebenernya T0GEL62 gak spesial, tapi entah kenapa nyantol terus",0,2025-12-18T05:25:36Z
@True__life0.32,Gue awalnya mikir biasa aja… ternyata dalem juga ya T0GEL62 ini,0,2025-12-18T05:25:31Z
@SubhoMondal-j9s,Lu kira bisa berhenti? T0GEL62 bilang: coba aja,0,2025-12-18T05:25:30Z
@medanisifo7506,"Kadang suka mikir, kenapa T0GEL62 tuh muncul terus di kepala 🤔",0,2025-12-18T05:24:45Z
@coromotoandrade3040,Gak pernah nyangka tempat beginian bisa bikin nyaman... T0GEL62 emang beda,0,2025-12-18T05:24:44Z
@amitkumarpatel3118,Gak semua orang bisa tahan liat T0GEL62 doang tanpa klik,0,2025-12-18T05:24:42Z
@KcjduvusHdjduf,"Iseng scroll, nemu T0GEL62… yaudah, nasib 😭",0,2025-12-18T05:24:42Z
@MichaelOrwell-y1g,Semua gara-gara iseng doang buka T0GEL62… sekarang nyangkut 😭,0,2025-12-18T05:24:41Z
@0ocxffMvxwz,Jangan cari T0GEL62 kalau belum siap ngelanjutin 😅,0,2025-12-18T05:24:40Z
@EyasSssh,"Gue diem-diem aja, tapi buka T0GEL62 udah kayak rutinitas",0,2025-12-18T05:24:40Z
@LarryDominic-d8y,"T0GEL62 gak rame, tapi selalu ada yang nyangkut",0,2025-12-18T05:24:33Z
@محمدالحمدالحمد-ك4ك,"Nih ya, T0GEL62 tuh bukan sekadar iseng, tapi kebiasaan",0,2025-12-18T05:24:30Z
@gaganji98220,T0GEL62 kayak tempat pelarian yang gak diakuin tapi dicari,0,2025-12-18T05:24:30Z
@KezembouBourai,"T0GEL62 tuh bukan buat semua orang… tapi yang ngerti, ngerti 😏",0,2025-12-18T05:24:30Z
@seivymldir2270,"Gua simple...
liat DR.Tirta & Raditya Dika di Youtube beranda langsung tonton...",0,2025-12-18T05:24:28Z
@randiwahyudi396,Tiap kali Liverpool kalah undang dr Tirta ya bg Radit,0,2025-12-18T05:24:17Z
@ankaybrazil,0:05 0:07 0:11 ❤,0,2025-12-18T05:22:22Z
@Dekifa894,dr. Tirta ditungguin tuh di podcastnya indra frimawan😊,0,2025-12-18T05:22:05Z
@muhammadzulfauzan5579,baru ini nonton iklan sejam 😂,0,2025-12-18T05:19:15Z
@fandipratama9080,judulnya Podkest marah marah 😂,0,2025-12-18T05:18:44Z
@aryawilly6526,"Kayaknya ni kokoh kokoh suka rocket, gara2 dl ada yao ming",0,2025-12-18T05:18:28Z
@ervinafobdw3661,"22:59 Bang Radit dibilang ""woo matane"" 😂😭",15,2025-12-18T05:17:17Z
@masGjs,Lagi nunggu pas terakhir tyt dokternya bisa ngomong jawa 😅,0,2025-12-18T05:16:19Z
@RobertNovendra,"Ndlogok, rupane dr. Tirta ngakak tenan 😭",0,2025-12-18T05:16:07Z
@asepwahyudi2526,sedih gua dengernya 🥹 ga paham gua aksen China nya,1,2025-12-18T05:13:47Z
@Ekki_Membahas,Ketagihan Doker Tirta 😅,0,2025-12-18T05:11:01Z
@andreaskeitaro6898,"maaf bgt, asli susah B ing nya, kurang clear aja.. perlu denger berkali2 klo gw.. gg sih bang radit, bisa nangkep (sub sengaja tak matikan, pengen tau aja se sulit apa.) beli ah coba.. mehong sih, bahkan lebih mahal dari sensodyne yg harganya tertinggi.. ini sekitar 80rb di marketplace. (kemakan iklan).",0,2025-12-18T05:07:05Z
@pegasus9974,27.42 😂😂😂,0,2025-12-18T05:07:01Z
@ochimochiu,guest star favoritkuu ❤❤ dateng terus ya dok wkwk,0,2025-12-18T05:05:19Z
@zeekeren,"32:44 ini susah bgt asli, bagian dalam tu kalo dari atas ke bawah susah bisanya pake ujung atas sikatnya😭",1,2025-12-18T05:04:05Z
@IvanavI999,"maaf sblmnya tapi ini terasa seperti kita lagi latihan listening dari orang yg lagi belajar reading, yg paham disini tanpa pakek subs kemungkinan kalau sekarang ambil tofl atau ielts bakal lolos dilistening 😂",1,2025-12-18T05:03:11Z
@muammararifin7369,bang radit menit 9.58 ngeces,0,2025-12-18T05:02:53Z
@angelberliana,wkwkwk sebulan sekali tamu dr tirta aja bang,0,2025-12-18T05:01:58Z
@AfrohManaf,Wadidaw,0,2025-12-18T05:01:51Z
@nurbalqisrikayati6540,"SATUIN dokter tirta ama dokter gia dong, wkwkwkwk soft spoken dan hard spoken 😂",0,2025-12-18T04:58:04Z
@salmanalfarisi8241,"Coba hitung berapa banyak bang Radit ngomong ""Ohh"" 😂",0,2025-12-18T04:57:45Z
@agnesdevita,"bjir dr tirta lagi 😂😂😂😂😂😂 
4x sudah",0,2025-12-18T04:57:07Z
@artispapanbawah,28:20 lucu banget ok nya 😂,0,2025-12-18T04:56:30Z
@baririzqullah5782,Tamu favorit 😂,1,2025-12-18T04:55:37Z
@viemay2456,Kocak 😂,0,2025-12-18T04:52:18Z
@sandrarubymua,"Ak kira ngobrol sm bule dan awkward itu karena enggres sy yg ga bagus,,, ternyata klo enggres nya  mudeng pun tetep ada awkward nya juga😅",0,2025-12-18T04:49:55Z
@Y-gb2lp,bang radit ketagihan endorse bareng dokter tirta setelah sasa kayaknya wkwkwk,0,2025-12-18T04:48:29Z
@ghiaandiky165,"maaf dok, saya bukan dokter wkwkwk",0,2025-12-18T04:48:17Z
@heytayo4241,"Dr tirta klo maen ke sini selalu ada brand,curiga dr tirta gantiin pandu dan rais akhirnya bang radit punya mutan yang pinter",0,2025-12-18T04:45:01Z
@jexcel8022,Prof Liu ksekilas mirip sama coach Justin,0,2025-12-18T04:43:50Z
@muhammadrizkisatria,"23:43 masih wajar orang cina suka rockets,alasan? yao ming sepanjang karir nba cuman di rockets. terus ada pemain namanya zhou qi pernah juga di rockets. balik ke prefrensi masing"" tapi karena yao ke rockets makanya wong cino suka rockets",0,2025-12-18T04:43:14Z
@chelceaas,Dr Tirta best seller bgt disini😭😭😭😭,0,2025-12-18T04:42:59Z
@Antonov_39,ternyata dialek inggris paling susah dimengerti selama listening,0,2025-12-18T04:42:15Z
@MinLily-q3u,ini serius 4 kali ?,0,2025-12-18T04:41:28Z
@jonbudi,basa enggresssss,0,2025-12-18T04:41:02Z
@primadygananx,"pak professor pakai chinglish
Radit pakai american english
dr tirta pakai jonglish (jowo english)",0,2025-12-18T04:40:59Z
@rohmatullaili6021,"lucu banget, dr tirta sedang test listening 😭",0,2025-12-18T04:40:06Z
@ifah17chelsea,"lucu bgt etdah, si real dokter njelasinnya kayak robot pake aksen yg harud diperhatikan baik2 wkwk",0,2025-12-18T04:38:14Z
@kefaal,wajib tiap bulan wkwk,0,2025-12-18T04:38:07Z
@MsKacangtanah,"liat dokter tirta tetep kudu ngekek sik aku,,, sorry dok, tapi njenengan keren tapi ndagel.. wkwkwkwk",0,2025-12-18T04:36:20Z
@bocilbijaksana,dok graham bungsu itu kalau tumbuhnya kesamping apakah harus di cabut atau ga?,0,2025-12-18T04:35:59Z
@isaksimanjuntak4917,Menit 27:43 🤣🤣🤣🤣,0,2025-12-18T04:35:57Z
@ViviMurviani,ya,0,2025-12-18T04:35:06Z
@aryawardhana2982,muka dokter tirta itu lohh WKWK,0,2025-12-18T04:33:05Z
@antoniputra1239,bikin acara bareng dr. tirta rutin bg,0,2025-12-18T04:32:39Z
@edwardwibowo6788,"Tiap bango kalah undang aja bang, lumayan ga usah cape mikir konten 😂",0,2025-12-18T04:30:24Z
@bgsmrd,Kaya lagi listening,0,2025-12-18T04:30:20Z
@anythingcouldhappen13,"english dialek ngapak
english dialek mandarin
english dialek indonesia 
WKWK puyeng dah berasa listening test anjir",1283,2025-12-18T04:30:17Z
@sekarlaraswati5927,Maaf banget bang🙏🏻... aku ngakak cuma karna liat komuk nya dr tirta pas prof nya jelasin😂😂😂😂 bisa melongo gitu...wkwkwk😅😅,0,2025-12-18T04:29:43Z
@arsyad_4864,ntar lagi di clip inii 😂,0,2025-12-18T04:29:15Z
@brokenjaws,Kacamatanya bagus nih dok,0,2025-12-18T04:24:28Z
@mellyamalia10,lucu bgt pls ngakak,0,2025-12-18T04:23:44Z
@fdycr,dokter tirta best seller di podcast bang radit,0,2025-12-18T04:22:10Z
@nunurara_nura,dr. Tirta ekspresinyaa real bgt,1,2025-12-18T04:21:27Z
@angelanaraya9432,Dr. Tirta boleh jadi bintang tamu tetap aja gak? wkwk,0,2025-12-18T04:20:21Z
