author,comment,likes,published
@PenaHitam-d6b,"Saya pribadi lebih memilih SEKOLAH GRATIS dibanding MBG
MBG lebih komplek prosesnya sehingga banyak celah penyelewengannya , terbukti beberapa kasus siswa justru keracunan setelah menyantap MBG , manfaatnya pun ""hanya"" sesaat ....

Sedangkan SEKOLAH GRATIS , manfaatnya jangka panjang bagi anak bangsa, orang tua mereka pun bisa memanfaatkan uang jatah sekolah anaknya untuk membeli kebutuhan dapurnya selagi anaknya sedang di upgrade otaknya",0,2025-08-28T02:43:55Z
@Atmojoppw,"Saya sebagai wali murid tidak setuju dgn program MBG ini. Saya punya treatment sendiri untuk peningkatan gizi pada anak yang sudah saya konsultasikan ke ahli gizi puskesmas. Konseling itu juga berkaitan dgn jenis makanan apa yg memicu alergi. 

Ingat masing-masing anak itu punya treatment sendiri, seharusnya tidak dikasih makanan dgn menu yg sama. Bahkan teman-teman anak saya banyak yg berbadan gemuk, jika tidak proposional pada gizinya maka hal terburuk bisa terjadi, misalnya obesitas. 

Saya tetap berpositif dalam pikiran bahwa program ini bebas dari praktek korupsi. Namun melihat fakta yg terjadi terkait kasus keracunan MBG membuat keraguan atas kelayakan program ini. Terlebih program MBG adalah pengeluaran terbesar pada APBN. Alangkah lebih bijaknya apabila anggaran itu dialokasikan ke hal yg lain terutama peningkatan kualitas pendidikan atau pemberdayaan masyarakat guna mengatasi kemiskinan.",0,2025-08-27T14:26:27Z
@TotokPrahasto,"Dgn MBG bisa mengurangi jajan anak2 sekolah yg nota bene..""banyak yg kurang sehat utk anak2""",0,2025-08-27T08:01:41Z
@bakasensei21,stupid program,0,2025-08-27T03:48:01Z
@arizals,Proyek TNI,0,2025-08-27T03:15:22Z
@AlifYa-l8b6m,"Percepat sih percepatan, bagaimana pengawasan nya di daerah, banyak kualitas makanan yang di berikan kurang baik, malahan menjadi mubazir, coba cek aja langsung di lapangan.
MBG program yang sangat sulit di awasi, yang mudah di awasi saja masih di korupsi",0,2025-08-26T20:28:38Z
@AhmadWildanSahuriRamdani-g6m,Terimakasih Prof dan Pak Helmy atas ilmunya. Salam Hangat dari KA SPPG Tangsel Pd. Ranji Ciputat Salam Bergizi💙,0,2025-08-26T15:19:27Z
@rusiyono7069,ALHAMDULILLAH...SEMOGA PROGRAM MGB BERMANFAAT MENUJU SDM GENERASI EMAS 2045..AAMIIN 3X YRA,1,2025-08-26T15:03:59Z
@wardisuwardi9909,"Masalah pendidikan Indonesia bukan kurang makanan bergizi, tapi kurang nya fasilitas pendidikan, peningkatan kualitas guru",0,2025-08-26T14:07:21Z
@NurKhasanah-js6yv,Mbg itu bukan bergizi juga bikan gratis itu uang pajak rakyat mbg itu bansos yg beda bentuk,0,2025-08-26T09:54:38Z
@GusmaNingsih-r3o,"Dulu org bnyak kurang yakin dgn MBG ini..trnyata skrang MBG sangat brmnfaat. Prtama bisa menyrap tnga kerja. Ke 2. Sembako laris trjual. Ke 3. Pnerima mnfaat betul2 brmanfaat.. trutama diklangan bwah. Smg Bpk Pres Prabowo & Bpk Dadang dpt pahala dari Allah swt & smg amanah.
Cuma ada saran kamu klu dpat jml porsi yg dberikan kpd pnrima manfaat Max 2000 /sppg. krna stelah dilihat di lpngan Pkerja di dapur agak kwalahan.. bisa2 pekerja kekurangan energi utk bkerja hari2 brikutnya.",1,2025-08-26T07:38:55Z
@GusmaNingsih-r3o,Trmksh bnyak juga sama Bpk Helmy Yahya Chanel ini.,0,2025-08-26T06:05:52Z
@GusmaNingsih-r3o,Sebntar lgi SPPG ini mungkin bisa tumbuh lebih bnyak lagi..krna sudah kelihatan mnfaatnya oleh msyarkat..,0,2025-08-26T06:03:00Z
@GusmaNingsih-r3o,"Dulu org bnyak kurang yakin dgn MBG ini bisa brhsil..trnyata skrang MBG ini sangat brmanfaat.. pertama bisa menyerap tnga kerja. Ke 2. Sembako laris trjual. Ke 3. Penrima manfaat btul2 manfaat.. Smg Bpk Pres Prabowo & Bpk Dadang dapat pahala dari Allah swt & smg amanah.. Cuma ada saran kami klu dapat jml porsi yg dbrikan kpd pnerima mnfaat Max   2000 prsi lah/hr nya. Krn stlah dilihat di lap klu lebih dari 2 rb pekerja di dapur kyaknya agak kwalahan.. Bisa2 pkrja kekurngan energi utk hari2 brikutnya.
Lebih baik SPPG nya dperbnyak pak spy pnerima mnfaat bisa trcapai.",0,2025-08-26T06:00:37Z
@KIWKIW18,Ayo pejabat korupsi dana mbg . Biar program ga jalan . Berisik bgt sebelah rumah dibangun dapur makanan bergizi . Tiap hari dengerin suara kerja klontangan,0,2025-08-26T00:49:47Z
@yusupsutardi8825,"Gurunya tdk diperhatikan, anggaran pendidikan habis utk mbg",0,2025-08-25T07:19:38Z
@purbasadhi5995,"Kenapa sih gak pakai sistem vocher aja .... ?? Bisa ditukar dikantin sekolah, bisa ditukar di rumah makan, bisa ditukar direstoran ..... makanan sesuai selera masing-masing anak, jadi gak ada yg kebuang .......dan gak ribet .... serta memperkecil peluang untuk dikorupsi.",0,2025-08-25T07:15:29Z
@purbasadhi5995,Pasokan bahan makanan nya sudah dipikirin belum bos ... ??? Kalau bahan makanan diborong oleh dapur umum nanti bisa menimbulkan kelangkaan barang dipasar-pasar ... Nanti harga-harga bahan makanan akan meroket. Ibu-ibu nanti makin susah belanja dipasar karena barang langka dan harga naik..... 😢,0,2025-08-25T07:02:30Z
@purbasadhi5995,Distribusi nya ke sekolah-sekolah gimana bos. Sdh dipikirin belum ??? Waktunya sempit lho ... jam 12.00. harus siap disajikan. Sebaiknya pihak sekolah diberikan  kendaraan utk ambil jatah nya nasing-masing di dapur umum.,0,2025-08-25T06:57:30Z
@reristaapristina3827,Cilacap belum ada program makan siang gratis pak,0,2025-08-25T06:35:18Z
@asepjenal2929,Yg sudah jadi relawan MBG tolong donk kasih info apa bener soal upah dan jam kerja  belum teratur gajihnya dan jam kerjanya gimana,0,2025-08-25T04:53:43Z
@devieko8835,"pernah nyoba makanan MBG rasanya kurang gurih, dan saya tanya ke yg masak program MBG kenapa rasa makanannya kurang gurih, ternyata program MBG gak boleh terlalu banyak penyedap.",0,2025-08-25T02:56:39Z
@Arudinarudin777,Hari ini Indonesia banyak ahli...yg kurang adalah MORALITAS PEJABAT.NYA YG MENGHAMBAT MAJUNYA NEGERI INI...,0,2025-08-24T23:03:23Z
@Arudinarudin777,SEMUA PROGRAM YG DI CANANGKAN BAPAK PRABOWO...SPERTI MBG...SR...ATAUPUN APA NAMANYA...SEBUAH KETULUSAN PEMIMPIN YG MENGERTI KEBUTUHAN DASAR RAKYATNYA...❤❤,2,2025-08-24T22:58:11Z
@Cathrine_Vlnc,"Saya mendukung MBG
Banyak pengangguran tertolong jadi karyawan MBG
Sebenarnya MBG ini program ngasih makan gratis
Sekaligus ngasih bantuan pekerjaan ke masyarakat..
Kalo dikasih uang aja
Ke enakan dong ya..
Mereka ga produktif jadinya",21,2025-08-24T17:25:11Z
@dinawarmitalita9009,"Senaang....bisa langsung dengar dari pak menteri yg luar biasa
Dan salut luar biasa hebat untuk bang helmi memang daging semua pertanyaan nya
Maju indonesia ku...",1,2025-08-24T08:23:29Z
@jendrykremilo3683,"Maju terus MBG, jgn mundur, program sangat bagus.",7,2025-08-24T07:53:40Z
@wironet,"Tantangan itu biasa
Dimana tumbuh padi disitu tumbuh ilalang bukan tumbuh pisang 
Takbeda seperti bapak Jokowi
Baju terus untuk yg baik",1,2025-08-23T19:21:20Z
@AnnaKang-im1nn,"Boong nih....masih banyak kecamatan yg beklum tersentuh mbg ...kecamatan tirtomoyo wanogʻiri,,,,,,baru  direncanakan..,,..hapus saja MBG NGGAK TEPAT SASARAN.",0,2025-08-23T16:26:30Z
@lisdiana9793,MBG program omong kosong anggaran ratusan triliun hasilnya nol...anak dapat .makan gratis cuma sekali gizinya dari mana???,0,2025-08-23T10:39:35Z
@rackarayi2710,Saya setuju MBG sangat membatu. Sy bekwrja di MBG sebagai Relawan yg di gaji normal jam kerja 8 jam. 4000 porsi untuk makan bergizi perhari. 1 dapur memiliki 50 orang rekrut tenaga ahli. Sangat memberi manfaat ke berbagai aspek.❤ Sukses slalu ya progam mbg untuk 4 th kedepan. Untuk dikota kota lainnya bersabar menunggu.,2,2025-08-23T09:35:04Z
@riochatrepratama1340,Program MBG yg sangat mengganggu omset kantin sekolah.,1,2025-08-23T09:14:24Z
@MFU.SM.4111,"Alhamdulillah. 
Sedekah, hadiah pemerintah kepada rakyat Indonesia. 
❤❤❤
Semiga program program baik lainnya. 
Berjalan baik dan penuh berkah. 
I love Indonesia",1,2025-08-23T06:31:36Z
@MFU.SM.4111,"Semoga bagian kitchen nya diperhatikan juga sama pemerintah. 
❤❤❤",2,2025-08-23T05:38:45Z
@doddypermadi,Program MBG adalah program yang strategik dan mulia. Prosesnya panjang tapi progresnya dapat diukur. Maju Terus demi kualitas Bangsa Indonesia.,3,2025-08-23T02:04:28Z
@CakDji9577,"Kenapa kok masih banyak bohongnya ? 
Memangnya jujur itu jelek ya  ? ,,,",0,2025-08-23T00:26:44Z
@kahadsuroto8823,Menandakan tidak adil negara...karna semua sekolah tidak semua dapat,1,2025-08-22T21:44:54Z
@agoesty_cherbond,Kacau sekali,0,2025-08-22T19:39:05Z
@indraisatkoe,Saya pribadi lebih baik...MBG..di stop dan di alihkan ke yg lain...,2,2025-08-22T16:05:13Z
@muhamadismail-rr8zn,Yg dirugikam justru masyarakat Tdk dibayar  di utang justru keracunan anak anaka anak hanya proyek korupsi yg dpt besar yg ngomong ini sudah berap T yg anda makan gak smapei 13 rb sudah di potong lagi danrem koramil babinsa diam sudah dpt coan.... Diil makelarnya para jendral yg coan ya para jendral,0,2025-08-22T12:53:57Z
@teguhpribadi7877,"Entahlah, menu makanan semerawut bahkan ada yg basi menu abon tapi didalamnya ada belatungnya katak anak saya 😅,
Sepertinya bau bau korupsi 😅",0,2025-08-21T12:46:09Z
@yohanesama1086,Sebaiknya pemerintah pusat kembali meninjau program makan bergisi tersebut tidak gratis melainkan di biayai okeh Negara.. Proyek ini sangat tidak berjalan sesuai apa yg di rencanakan. Buktinya yg terjadi di NTT program ini hanya di beri nasi sayuran sepotong ikan secuil tempe & sayur tanpa di beri sendok & susu. Bahkan sering siswa - siswi mendapat makanan yg sudah basi bahkan pernah terjadi siswa - siswi keracunan makanan dari program makan gratis ini. Ada baiknya dana program ini di alihkan ke hal yang lebih berguna dari pada makan gratis yg penuh dengan aturan & syarat korupsi. Makasih 🙏 mohon maaf jika ada yg tersinggung saya pribadi hanya mengkritik apa yg terjadi di lapangan agar kedepan pelayanannya menjadi lebih baik. 🙏🙏🙏,4,2025-08-21T11:12:54Z
@NiningLestari-z5o,Betul org tua siswa udah ngasih sarapan buat anak anaknya JD buat apa LG ada MBG bikin boros anggaran aja,0,2025-08-21T11:03:45Z
@rully7851,"RIP sahabatku di pontianak, yg baru saja meninggal kecapean ngurusin birokrasi beginian.",1,2025-08-21T10:56:22Z
@Puriyaniyani-n7n,"Kalo dijambi baru mulai pak.bulan ini,saya setuju dengan adanya mbg ini disekolah.dan mempekerjakan ibu2 .semoga dijambi ini terus makan gratis ini pak .dan tidak melencengin dana nya aja.😊",0,2025-08-21T10:13:34Z
@tomgler,KORUPSI BERJAMAAH.,0,2025-08-21T07:02:46Z
@sardihidayat3712,Masalah Gizi bukan soal kekurangan makanan bergizi saja tapi Soal Kesadaran masyarakat dalam mengkonsumsi makanan. Liat saja anak2 tiap hari bisa jajan tapi justru dari jajan itu bukan menambah Gizi mereka,0,2025-08-20T15:26:10Z
@yudhacharmeldimowanutu5784,"Program yang sangat mulia, semoga kedepannya program ini dapat memberikan manfaat bagi anak anak Indonesia terutama bagi anak anak yang kurang mampu...🙏",3,2025-08-20T10:45:51Z
@amri1181,"Nasib SPPI.a bagaimana pak, kapan gajian",1,2025-08-20T08:23:04Z
@UstadzOcet,Alhamdulillah bisa menjadi bagian dari BGN,0,2025-08-20T06:33:10Z
@RitaYuanny,"optimalkan dulu semua baru terlihat tdk hy sampe 5 thn, dengan catatan sinergis semua komposisinya seiring dengan cek kesehatan gratis di fasilitas kesehatan juga jajanan dilingkungan sekitarnya baik makanan dan minumannya apakah aman dan kadarnya tidak berlebihan kandungannya yang akan berbahaya 10-20 tahun akan menyebabkan penyakit kronis",0,2025-08-20T05:16:56Z
@EndangTrendz,"Dengan anggaran
8-10rb..di tuntut perfect...😊😊😊
 Sy apresiasi sekali

Hanya masukan ya..
*Perbaiki saja rasa dari masakannya
 Anak pasti suka
Walaupun makanan sederhana
Asal rasa nya baik...
Itu jadi nilai lebih",2,2025-08-20T01:35:38Z
@parmanparman850,"Makan  berisi ini  menghina 
Rakyat   Rakyat  perlu  lapangan 
Kerja    bisa  bb isa  cuma nambah  kurupsi",0,2025-08-20T00:08:58Z
@hanifanruhullahsidiq1878,"sungguh berdampak sekali program MBG. wujudkan gizi seimbang anak,wujudkan indonesia emas 🇲🇨",3,2025-08-19T17:59:01Z
@sale234,Program yang menguras tenaga fikiran dan materi,10,2025-08-19T12:16:42Z
@hergiyankevin,"Faktanya, proyek ini milik anggota² HIPMI yg punya usaha cafe dan resto.",3,2025-08-19T10:06:55Z
@bhineka5498,"tobatlah yg ngurusin mbg, jangan korbankan anak2 demi pencitraan dan harta semata",3,2025-08-19T09:20:16Z
@putraradja-f3w,Omon omon omon omon....,0,2025-08-19T08:09:18Z
@YusRida-sq8pf,Ini program yg sangat bagus. Kami dukung sepenuhnya..,4,2025-08-19T03:03:10Z
@LoveRI99,"MBG maksud baik, teknis resiko tinggi 
Ganti Pola Makan Nabati - Bagikan Buah2 an. Olahan  daging dan bahan hewani rentan  4 jam inkubasi bakteri, susu formula juga banyak kasus kontaminasi. Beri Asupan Energi Plant Based - Stop Killing Animal. Jangan permah meremehkan nearmiss keracunan hati2 fatality hingga ke otak anak.",1,2025-08-18T18:28:45Z
@Arif-ji2zk,"MBG baiknya prioritas di daerah yang kekurangan gizi, di daerah yang orang tuannya mampu, cukup sistem kupon aja, itu juga gak perlu dipelihatkan mencolok biar tidak ada rasa minder di siswa. Nah kelebihan dananya alokasikan buat dukung guru, gedung sekolah, perlengkapan seperti komputer alat peraga, server dan pendidikan gratis buat yang kurang mampu. Jangan dipukul rata semua gizi sehingga mesti diseragamkan makanannya. Anggaran negara gunakan sebaik sesuai situasi kondisi tiap wilayah, yang perlu gizi beri gizi, yang perlu guru baik, support dengan guru yang mau kerja di pedalaman, yang perlu komputer berikan komputer. Keadilan sosial bukan berarti semua sama rata dan sama perlakuan",14,2025-08-18T09:30:12Z
@Cokicoki-x7m,Proglam ladang Mark up dan korupsi 😂,0,2025-08-18T03:55:25Z
@iisafei8342,Semoga program MBG bisa menjadi salah satu penggerak ekonomi warga Desa dan masyarakat sekitarnya ! Alfatihah 🙏,20,2025-08-17T09:44:38Z
@HilyaNurazkia-p7l,"Di kampung kampung belum dapat makanan bergizi,di seram bagian timur belum ada sama sekali.",1,2025-08-17T06:34:33Z
@NurHayati-n1u2t,"Program MBG pak presiden sudah bagus cuma pelaksanaanya di lapangan jauh dari harapa pak presiden contoh, harga perporsi dr presiden 15k tapi kenyataanya di lapangan sampai di daerah tinggal 10k na yang 5k kemana? Terus masalah peralatan dapur ini kan gak ada kaitannya dgn BGN tapi ko semua peralatan dari BGN, harga per satunya alat itu sampai bengkak harganya, jadi masih banyak masalah di lapangan.",2,2025-08-17T05:57:51Z
@AbahGedang-u6w,"BOHONG LAH S SAYA LIHAT DI PODCAST OTANG PAPUA MURNI TIDAK MAU TUH MENOLAK M B G MEREKA TAKUT DIRACUN KATANYA,.😮😮😮😮",0,2025-08-16T14:33:34Z
@Yenkonia,Ujungnya hanya dikorupsi itu sudah pasti coba liat nanti.,0,2025-08-16T14:31:06Z
@EnengNurasiyah-j4t,assalammu'alaikum sebelum saya mohon maap pa tolong percepat untuk wilayah kab garut makasih atas perhatiannya,0,2025-08-16T09:20:49Z
@EnengNurasiyah-j4t,assalammu'alaikum sebelum saya mohon maap pa tolong percepat untuk wilayah kab garut makasih atas perhatiannya,3,2025-08-16T09:20:34Z
@megaaa94,sungguh banyak manipulasi prof.,0,2025-08-15T11:55:51Z
@santri_nazlif,Ordal nya luar biasa... Sehingga banyak kali pungutan2 oleh oknum bagi calon Mitra dapur sppg,6,2025-08-14T17:54:37Z
@AdyTutup,Program yang sangat bagus banyak melibatkan daerah dan banyak merekrut karyawan daerah dan meningkatkan ekonomi daerah paling bawah,13,2025-08-13T23:21:30Z
@Muhammadzeinnurdin,"Mohon maaf. Sebaik nya di evaluasi kmbali msalah MBG mnjadi keracunan mkanan. Mnyakitkan anak bangsa.
Kurang efisien dn tdak layak di konsumsi, mkanan nya basi.
Alangkah baik nya MBG ini di lakukan di setiap sekolah, krena sekolh memiliki kantin. Agar mkanan nya mudah di awasi pihak sekolah dn mkanan langsung di sajikan ke siswa.",3,2025-08-13T06:17:22Z
@pfsofficial,Maju terus MBG untuk generasi emas Indonesia😁😁,0,2025-08-13T02:13:09Z
@magnificentseven48,"Ini program kagak transparan, padahal zaman udh canggih. Harusnya di website tersedia informasinya, sekolah mana aja yg udh ada MBG, siapa vendornya, siapa pengawas mutu dan gizinya, menu makanannya apa aja. Program bagus tapi pengawasanmya lemah rentan bgt. Kelemahan Indonesia tiap ada proyek itu pelaksanaan dan pengawasanmya. Makanya udah 80 Tahun merdeka tapi negara kita gini2 aja. Udah kesalip Singapore, Thailand, Malaysia, Vietnam.😢",21,2025-08-12T18:57:31Z
@kinkinsyamsudin8078,Anyir urang Garut..,0,2025-08-12T14:28:41Z
@nanarusdiana4825,"Asik banget obrolan ini, daging semua",4,2025-08-12T13:59:16Z
@user-hq9ef3oh2g,"MBG tidak bisa meningkatkan kecerdasan anak.perlu di ketahui pertumbuhan kecerdasan otak anak itu mulai dari dalam kandung hingga usia 5 tahun.
Jika MBG di kasih kenyang waktu jam belajar maka anak tidak fokus belajar dan makan kenyang mengakibatkan mengantuk karena ketika kenyang peredaran darah di otak menurun dan peredaran darah di perut jadi naik sehingga jadi mengantuk.
Yang tepat jam istirahat itu jajan jgn sampai kenyang",5,2025-08-12T13:57:43Z
@user-hq9ef3oh2g,"MBG tidak bisa meningkatkan kecerdasan anak.perlu di ketahui pertumbuhan kecerdasan otak anak itu mulai dari dalam kandung hingga usia 5 tahun.
Jika MBG di kasih kenyang waktu jam belajar maka anak tidak fokus belajar dan makan kenyang mengakibatkan mengantuk karena ketika kenyang peredaran darah di otak menurun dan peredaran darah di perut jadi naik sehingga jadi mengantuk.",4,2025-08-12T13:55:46Z
@helmi01196,"Kenapa MBG tidak langsung di tugaskan oleh sekolah2, seperti yang ada di luar2 negeri, jadi bisa makan pagi/siang di sekolah, jika memang sistem MBG di lakukan oleh pihak luar sekolah dan diluar sekolah, percayalah ini bukan untuk meningkatkan ilmu para pelajar, Melainkan lahan bisnis para pengusaha, andaikan sistemnya langsung di bangun di sekolah, dan disetiap sekolah di sediakan pakar gizi,dokter gizi dan cheft yang paham bagaimana memasak masakan itu supaya gizinya betul2 baik, kalo soal asal masak mah dirumah juga bisa, bayangkan aja masak pagi jam 5, di sebarkan ke pelajar jam 11/12 jirr itu udah basi ga sih? Masih bergizi kah? OMG negeri ini",4,2025-08-12T03:01:40Z
@sidiqmahendra5368,"Om Helmy,tolong dong undang narsumber yang kompeten di bidangnya dan memberi inspirasi positif..jgn undang pemerintah,udah bodoh,tolol gk kompeten,suka ngomong gk dipikir dan gak ada bisa diambil inspirasinya..malah makin menyesatkan bangsa.

Kecuali anda juga bagian dari rezim yg mendukung pembodohan bangsa juga",0,2025-08-12T01:57:27Z
@ketoetastawa3509,"Soal  kependudukan di RI, mengapa  pengendalian  penduduk  yg sudah ada ( KEluarga berencana) tidak di berdayakan lagi.?",0,2025-08-11T09:12:24Z
@ketoetastawa3509,"Maaf, bpk Kepala Dewan Gizi , memang Masy perlu informasi yg genuance demikian pula hambatannya, termasuk  rasional harga per paketnya.🙏
Agar msy. Memahami  dg baik program yg strategis ini.",0,2025-08-11T09:05:02Z
@nagawahyudi,mbg makan beracun gratis,1,2025-08-11T04:39:44Z
@musbarir9015,Saluite utk kinerja Prof Dadan dg BGN sangat luarbiasa ... trtm utk percepatannya,4,2025-08-11T02:46:43Z
@MulYadi-fs5es,Boss Anda orang bijak tapi....Ngak bisa diterima Akal sehat ketua partai Anda Gibran,2,2025-08-11T02:35:27Z
@hadimeidiyan,BGN lebih baik memberdayakan Kantin Sekolah menjadi Dapur MBG. Dengan anggaran APBN+CSR dan pasokan bahan baku dari mitra koperasi dan petani.,0,2025-08-11T01:00:01Z
@ThomasArry-r1o,Tahun 2025 lebih baik berinvestasi otak daripada investasi perut. Program yang sia-sia. Waktu yang tepat untuk mencegah stunting dari sejak masa kehamilan sampai anak berusia 2 tahun. Akan lebih efektif anggarannya utk menambah gizi ibu hamil dan pendidikan gratis bagi anak sekolah.,4,2025-08-11T00:07:29Z
@akangselndanggajah,"telah terjadi aksi tak manusiawi di daerah pejagan desa tegalega cikiray.. atas tindakan salah tuduh pencuri motor
untuk vidio sudah beredar luas di medsos maupun televisi
mohon untuk di proses kepada piha berwajib
pelaku utama pria tanpa baju dan mengunakan sarung 
itu oknum di daerah cikidang dan sekitarnya
dan untuk hukum!
ade nya dia maling kenpa dulu tidak di perlakukan yang seperi dia lakukan ke sodara ""geri""
yang pasti aparatur negara harus segera bertindak, jika tidak ingin hal yang serupa terjadi kembali
aroganisme pria tanpa baju di daerah sukabumi sudah meresahkan warga
up sampai dia tau apa itu karma
tolong polres sukabumi kota
untuk segera bertindak",0,2025-08-10T19:27:33Z
@regionofndo4101,MAJU TERUS MBG UNTUK KEMAJUAN SDM YANG LEBIH BAIK❤,30,2025-08-10T15:44:41Z
@riwayatsanty2102,"Mending gak usah lah buat begini...ga semua daerah bisa dijangkau... lagian blm MOU aja udah ada pot 30% untuk setor kpd yg ngasih jalan.. gimana ga rawan korupsi.. makanan 10rb hrs memenuhi gizi itu dpt nya apa loh pak..
Jujur ya tetap enak masakan emak drmh..anak"" yg susah makan apa mau makan disekolah..
Mending sekolah digratiskan aja pak...biar rata semua rakyamu menikmati...",2,2025-08-10T15:36:24Z
@sanata2015,"Semangat Om Dadan. Sepupu dari papaku. Semangat ya om, salam utk Tante Nita.🎉",0,2025-08-10T13:56:11Z
@TS-dx3ok,harusnya KB maximum 2 anak digalangkan lagi di kalangan bawah.,1,2025-08-10T11:30:01Z
@MbakYanti-j7i,Makan anjing gratis untuk semua pejabat,2,2025-08-10T11:28:38Z
@wiburadioindonesia,"Banyak komen nyinyir, inilah kenapa indonesia sulit maju.

Kalo gak butuh ya silahkan lapor ke sekolah jadi porsinya dikurangin. Masih banyak anak yang lebih membutuhkan. Di video udah dijelasin padahal kalo sebelum dikasih ke sekolah ditanya apakah bersedia apa nggak, kalo mayoritas bersedia ya berarti banyak yang butuh",2,2025-08-10T11:14:54Z
@hewit2805,"Ijin pak, aku ga perduli kerjaan bapak apa, tapi karna bapak memiliki pengetahuan tentang hama serangan pada tanaman, sepertinya anda perlu membuat edukasi atau mungkim sistem pembelajaran untuk mengantisipasi penyakit pada tanaman, tidak mesti anda yg kerja mungkin bisa sistem buatan anda berdua. karna mayoritas itu petani sebaiknya industri ini perlu di perbaiki edukasinya dan sistem perekonimiannya untuk para rakyat jelata yg kesulitan untuk bertumbuh maju di lingkaran pertani kalangan terbawah, dan juga subsidikan pupuk semprot pestisita untuk hama penyerang tanaman yg harganya melangit juga bibit varietas yg sangat mahal di cabai karna over demand dan memiliki banyak keluhan bibit tidak asli. Terima gaji bapak”🙏. “Sedikit keluhan”",0,2025-08-10T10:38:34Z
@vennyvaniya3262,"Sama kek presidennya,, yg diomongin halu semua. Teori doang realitanya tk sesuai,,malah ngabisin uang negara aja. Penasaran sbnrnya komen nya om Helmi sperti apa Dlm hatinya",2,2025-08-10T10:23:07Z
@RirinUrs,Kalo menurut ku gak perlu berharap dr makan bergizi .. masakan emak lebih enak .. udh terbiasa mulai dr TK sampai skrg udh SMP.. ttp masakan emak yg jadi favorit anak2 .. emak itu sll berfikir menu apa lagi yg mau di masak buat bekel besok ..Klo dr program MBG ..gak semua anak2 suka dan cocok sama rasanya .. kenapa uangnya tidak di Kasikan ke ibunya aja biar ibunya yg mikir anaknya mau di masakin apa .. ini menurut ku Lo ya ..,3,2025-08-10T09:15:29Z
@aikoyunichi-m7g,"Gampang ngomongnya, yang jadi pertanyaan saya darimana uang gaji mereka yang 30 ribu lebih itu nggak mungkin gratislah, ujung2nya rakyat lagi yang dikorbankan..",0,2025-08-10T08:41:11Z
@dennynurmiaty3484,"BANYAK MAKANAN MUBAZIR DI LAPANGAN. DI BAWA PULANG PUN GAK DI MAKAN. 
BANYAK YG TDK DISUKAI ANAK2 !!!. YG PASTI DANANYA DI - COMOT COMOT  HA HA HA 😂😂😂....SDH TRADISIII???!!.",0,2025-08-10T08:07:36Z
@mulyantokurniawan4294,"MBG jalan kan dulu.... klw di korupsi oleh oknum² yg berasa pendidikan tinggi tpi mentalnya yg rendah, mohon di tahan dan programnya d evaluasi...dan mohon dengan sangat Kurikulum pendidikan kedepankan etika, disiplin baru materi pendidikan...karena yg hilang di generasi kita adalah ETIKA",5,2025-08-10T07:16:19Z
@PuteraCahaya,"dulu saya pernah dikasih tau oleh Dr Ir Tresna Dermawan Kunaefi.... beliau mantan pejabat di Direktorat Jendral Pendidikan TInggi, mantan dosen ITB juga.... anak dari mantan gubernur Aang Kunaefi..... beliau punya prinsip.... THINK GLOBALLY.... ACT LOCALLY.... prinsipnya berpikir secara global / luas... tapi bertindak sesuai dengan kebutuhan lokal...... nah kalo saya pemerintah sekarang lebih cocok kalo disebut THINK GLOBALLY .... ACT GLOBALLY.... semua daerah ditreatment sama... pukul rata....... hadeuh padahal banyak orang pinter lho di pemerintah ini.... kok jadi gini.",3,2025-08-10T04:28:08Z
@nursepi9439,Bahaya laten di Indonesia itu adalah korupsi.. Semoga dana mbg tdk dikorupsi.,1,2025-08-10T02:58:21Z
@bayurocky1326,"Gizi apa yg bisa diharapkan dari program makanan seharga Rp 10rb/porsi sudah pasti sangat rendah protein. Di banyak daerah MBG justru banyak menyajikan makanan basi rendah protein bikin sakit perut anak sekolah, sudahlah hentikan proyek gak berfaedah buang² anggaran ini karena rawan dikorupsi anggarannya, bukannya mencapai Generasi Emas yg ada malah jadi Generasi Mules. Gunakan APBN utk bantu biaya pendidikan dan bikin lapangan kerja sebanyak mungkin itu jauh lebih bermanfaat 😌",6,2025-08-10T00:51:30Z
@mochingthecat,"Cb tim lapangan it lebih ketat memilih vendor, ada t4 makan aluminium yg bau, bau karena menggunakan air yg bersih atau mengeringkan pake lap bau apek...gk bs kah ada supervisor yg perhatikan sampe detail gtu...ky gak ada yg ahli di kuliner...",0,2025-08-09T23:28:02Z
@aikoyunichi-m7g,"Kalau menunya nggak disukai sama murid tersebut ya percuma aja akhirnya nggak dimakan, ya sia2 dong kalau saran saya nggak usah semua murid diberikan yang menentukan biar kepsek yang menentukan, otomatis biaya yang dikeluarkan nggak sebesar sekarang..",2,2025-08-09T16:17:10Z
@tarunalombok9265,"Bangga dengan adanya program MBG..
Jadi tetangga saya dluanya ke luar negri..skarang bisa bekrja di dapur dengan gaji UMR",0,2025-08-09T14:42:39Z
@PendyLee,"Korupsi ada di mana"", bagaimana indonesia 2045 bisa jadi indonesia emas ? *MIMPI*",6,2025-08-09T13:29:09Z
@harnobendoel2351,"Niatnya bagus, tapi tidak relevan dan tidak prioritas dan efektif terhadap upaya pembangunan dan peningkatan pengembangan pendidikan di indonesia, untuk saat ini, jika hanya aspek tsbt yg ditonjolkan tanpa pengembangan dan peningkatan infrastruktur pendidikan",7,2025-08-09T11:46:02Z
